EC,SA,taxa difference,comment
1.13.11.55,0.05,19," crude enzyme extract, sulfur reductase activity,"
1.13.11.55,0.22,19," crude enzyme extract, sulfur oxygenase activity,"
1.13.11.55,0.22,19," crude enzyme extract, sulfur oxygenase activity,"
1.13.11.55,5,19, 5.0 <10>
1.13.11.55,0.074,19," wild type in cellular lysate, formation of sulfite plus"
1.13.11.55,0.476,19," wild type in pellet, formation of sulfite plus"
1.13.11.55,4.85,19," wild type, formation of sulfite plus thiosulfate, 70°C"
1.13.11.55,0.1078,19," wild type in supernatant, formation of sulfite plus"
1.13.11.55,1.89,19," cytoplasm, pH 7.4, 85°C, sulfur oxidation <8>) <8>"
1.13.11.55,0.5,19," cytoplasm, pH 7.4, 85°C, sulfur reduction <8>) <8>"
1.13.11.55,10.6,19," pH 7.4,"
1.13.11.55,11.52,19," wild type, U/mg, oxygenase reaction <6>) <6>"
1.13.11.55,4.19,19," wild type, U/mg, reductase reaction <6>) <6>"
1.13.11.55,0.03,19,
1.13.11.56,0.17,19, extract from acenaphthylene <1>) <1>
1.13.11.56,0.14,19, extract from 1-naphthoic acid <1>) <1>
1.13.11.57,21.4,19," crude extract, in 100 mM Tris-HCl, pH 7.0, at 30°C <3>)"
1.13.11.57,42.7,19," after 2fold purification, in 100 mM Tris-HCl, pH 7.0, at"
1.13.11.58,493,19, 493.0 <2>
1.13.11.6,7.8,19, 7.8 <7>
1.13.11.6,7.9,19," 3-hydroxyanthranilate as substrate, pH 6.5, 30?C <17>)"
1.13.11.6,6.8,19, 6.8 <13>
1.13.11.6,7.5,19, 7.5 <4>
1.13.11.6,0.0075,19, liver <4>) <4>
1.13.11.6,0.0003,19, brain <4>) <4>
1.13.11.6,140,19, 140.0 <2>
1.13.11.6,115.7,19, last purification step <18>) <18>
1.13.11.60,3.2,19," pH 7.2, 24°C <12>) <12>"
1.13.11.60,0.87,19," pH 6.5, 40°C <17>) <17>"
1.13.11.61,5.4,19," recombinant enzyme, pH 8.5, 15°C, substrate"
1.13.11.61,18.4,19," recombinant enzyme, pH 8.5, 15°C, substrate linolenic"
1.13.11.61,6.3,19," recombinant enzyme, pH 8.5, 15°C, substrate"
1.13.11.62,0.065,19," purified recombinant enzyme, substrate oleate, pH 8.0,"
1.13.11.62,0.108,19," purified recombinant enzyme, substrate palmitoleate, pH"
1.13.11.62,0.485,19," purified recombinant enzyme, substrate alpha-linolenate,"
1.13.11.62,0.761,19," purified recombinant enzyme, substrate linoleate, pH"
1.13.11.63,0.51,19," pH 9.0, 36°C <33>) <33>"
1.13.11.63,0.000035,19, 3.5e-05 <1>
1.13.11.66,5.89,19," pH 7.0, 25°C <9>) <9>"
1.13.11.66,0.88,19," crude extract, substrate 2-chlorohydroquinone, pH 7.0,"
1.13.11.66,0.27,19," crude extract, substrate hydroquinone, pH 7.0, 37°C <8>)"
1.13.11.66,6.1,19," pH 7.0, 25°C <1>) <1>"
1.13.11.67,0.000001,19, from liver <1>) <1>
1.13.11.67,0.000002,19, from intestinal mucosa preparation <1>) <1>
1.13.11.67,0.000003,19, from liver <1>) <1>
1.13.11.67,0.00002,19, from intestinal mucosa preparation <1>) <1>
1.13.11.75,0.47,19," purified recombinant enzyme, pH 7.0, 28°C <7>) <7>"
1.13.11.76,29.7,19," pH 8.0, 22°C <1>) <1>"
1.13.11.8,212,19," 212.0 <2,6>"
1.13.11.8,50,19," purified enzyme, pH 7.0, temperature not specified in the"
1.13.11.8,0.1,19, 0.1 <9>
1.13.11.8,0.14,19, 0.14 <10>
1.13.11.85,4.6,19," 37°C, pH 7.0 <7>) <7>"
1.13.11.9,2.3,19," Vmax, pH 8.0, 25°C <6>) <6>"
1.13.11.9,6,19," pH 8.0, 25°C, in cell extracts of Escherichia coli"
1.13.11.9,38.3,19, 38.3 <3>
1.13.11.9,0.13,19," pyridine-2,6-dicarboxylic acid-induced cells of strain"
1.13.12.1,0.05,19, 0.05 <2>
1.13.12.1,0.02,19, 0.02 <2>
1.13.12.1,0.07,19, 0.07 <2>
1.13.12.1,0.0004,19, 0.0004 <2>
1.13.12.16,10000,19, 10000.0 <7>
1.13.12.16,15.5,19, 15.5 <9>
1.13.12.16,397,19, 397.0 <1>
1.13.12.16,13,19, cell free extract <10>) <10>
1.13.12.16,80,19," at 25°C assay temperature, purified recombinant enzyme,"
1.13.12.16,49,19, after DEAE-Sepharose column chromatography purification
1.13.12.2,10.3,19," 10.3 <15,18>"
1.13.12.21,0.599,19," pH 7.5, 30°C <1>) <1>"
1.13.12.3,0.25,19, 0.25 <1>
1.13.12.3,12.7,19, 12.7 <7>
1.13.12.3,13.28,19, 13.28 <3>
1.13.12.4,13.5,19, 13.5 <25>
1.13.12.4,53.6,19," 53.6 <6,12>"
1.13.12.4,2.65,19, 2.65 <9>
1.13.12.4,32,19, 32.0 <15>
1.13.12.9,102.5,19, 102.5 <2>
1.13.99.1,2.17,19, 2.17 <14>
1.13.99.1,0.015,19," culture condition: 12 h, without supplementation of"
1.13.99.1,0.008,19," culture condition: 2 day, 30°C <26>) <26>"
1.13.99.1,0.01,19," culture condition: 3 day, 30°C <26>) <26>"
1.13.99.1,0.028,19, culture condition: without supplementation of
1.13.99.1,0.43,19," culture condition: 6 h, supplementation with 60 mM"
1.13.99.1,0.18,19," culture condition: 6 h, supplementation with 60 mM"
1.13.99.1,0.042,19," culture condition: 12 h, supplementation with 60 mM"
1.13.99.1,0.005,19," culture condition: 1 day, 30°C <26>) <26>"
1.13.99.1,0.076,19," culture condition: 12 h, supplementation with 60 mM"
1.13.99.3,29.2,19, 29.2 <9>
1.14.11.1,0.0004,19, activity of gamma-butyrobetaine dioxygenase in liver
1.14.11.1,0.0024,19, activity of gamma-butyrobetaine dioxygenase in kidney
1.14.11.1,0.00007,19, activity in ileum <31>) <31>
1.14.11.1,0.000018,19, activity in brain <31>) <31>
1.14.11.1,0.000008,19, activity in spleen <31>) <31>
1.14.11.1,0.000393,19, activity in liver <31>) <31>
1.14.11.1,0.002367,19, activity in kidney <31>) <31>
1.14.11.1,0.00000125,19," value below,"
1.14.11.1,0.053,19, 0.053 <4>
1.14.11.1,25,19, 25.0 <11>
1.14.11.1,21.6,19, 21.6 <2>
1.14.11.10,5,19, 5.0 <1>
1.14.11.12,0.003,19, 0.003 <1>
1.14.11.15,0.065,19, 0.065 <6>
1.14.11.15,0.259,19," wild type enzyme after 12fold purification, in 100 mM"
1.14.11.15,0.0216,19," wild type enzyme from soluble cell fraction, in 100 mM"
1.14.11.17,0.012,19, strain MC4100 grown in sulfate-free minimal medium
1.14.11.17,1.64,19, purified enzyme <1>) <1>
1.14.11.17,3.56,19," purified enzyme, pH and temperature not specified in the"
1.14.11.17,8.11,19," purified enzyme, pH and temperature not specified in the"
1.14.11.18,0.0000018,19," in embryonic carcinoma cell line P19-EC, activity can"
1.14.11.18,0.000002,19," in kidney cell line 293, activity can be induced 4fold"
1.14.11.18,0.000041,19," in liver homogenate <2,4,7>) <2,4,7>"
1.14.11.18,0.0000022,19, in fibroblast homogenate <7>) <7>
1.14.11.18,0.0000031,19," in hepatoma cell line HepG2, no induction by phytanic"
1.14.11.20,0.00517,19, 0.00517 <2>
1.14.11.20,0.0015,19," day 20, photoperiod"
1.14.11.20,0.0018,19," day 12, photoperiod <8>) <8>"
1.14.11.20,0.0016,19," day 16, photoperiod <8>) <8>"
1.14.11.20,0.00012,19," continuous light, day 0, 4 and 8 <8>) <8>"
1.14.11.20,0.0012,19," day 24 and 28,"
1.14.11.20,0.0003,19," day 28, continuous light <8>) <8>"
1.14.11.20,0.00015,19," day 32 and 36, continuous light <8>) <8>"
1.14.11.20,0.0006,19," day 32, photoperiod"
1.14.11.20,0.0009,19," day 8, photoperiod <8>) <8>"
1.14.11.20,0.00036,19," day 36, photoperiod <8>) <8>"
1.14.11.21,0.1,19, purified enzyme <6>) <6>
1.14.11.21,0.8,19, purified recombinant isozyme CS2 <7>) <7>
1.14.11.21,0.57,19," purified enzyme, 40°C <2>) <2>"
1.14.11.21,0.4,19, 65fold purified enzyme <5>) <5>
1.14.11.21,0.86,19, purified recombinant isozyme CS1 <7>) <7>
1.14.11.26,0.127,19," pH 7.5, 36°C <9>) <9>"
1.14.11.28,0.00029,19, 0.00029 <1>
1.14.11.3,0.053,19, with thymidine as substrate <6>) <6>
1.14.11.55,20,19," pH not specified in the publication, temperature not"
1.14.11.55,3.06,19," pH 7.5, 32°C <4>) <4>"
1.14.11.56,684,19," pH 7.5, 25°C <1>) <1>"
1.14.11.57,907,19," pH 7.5, 26°C <1>) <1>"
1.14.11.57,2080,19," pH 6.5, 35°C <2>) <2>"
1.14.11.6,0.042,19, 0.042 <14>
1.14.11.8,0.0586,19, 0.0586 <6>
1.14.12.10,1.36,19, benzoate oxygenase <5>) <5>
1.14.12.10,4.9,19, 4.9 <1>
1.14.12.10,790,19," benzoate reductase, reduction of K3Fe(CN)6 <5>) <5>"
1.14.12.12,0.006,19, activity of terminal dioxygenase ISPNAR <20>) <20>
1.14.12.12,1.05,19, 1.05 <8>
1.14.12.13,1.57,19," 30°C, pH 6.5 <8>) <8>"
1.14.12.13,0.018,19," cells grown on 2-clorobenzoate or 2,5-dichlorobenzoate,"
1.14.12.16,0.125,19, 0.125 <1>
1.14.12.18,217,19," oxygenase component, after 10fold purification <32>)"
1.14.12.18,28.9,19," oxygenase component, crude cell extract <32>) <32>"
1.14.12.18,4.9,19, recombinant protein after purification <14>) <14>
1.14.12.3,0.025,19, with ethylbenzene as substrate <11>) <11>
1.14.12.3,0.115,19, with benzene as substrate <11>) <11>
1.14.12.3,0.0172,19," recombinant enzyme expressed in Escherichia coli,"
1.14.12.3,0.071,19, with toluene as substrate <11>) <11>
1.14.12.3,0.0077,19," recombinant enzyme expressed in Escherichia coli,"
1.14.12.3,0.0086,19," recombinant enzyme expressed in Escherichia coli,"
1.14.12.3,0.0049,19," recombinant enzyme expressed in Escherichia coli,"
1.14.12.3,0.0236,19," recombinant enzyme expressed in Escherichia coli,"
1.14.12.7,1.31,19, 1.31 <3>
1.14.12.8,0.11,19, reductase B <3>) <3>
1.14.12.8,0.8,19, oxygenase A <3>) <3>
1.14.12.8,0.03,19, for enzyme system grown on sulfobenzoate <1>) <1>
1.14.12.8,0.012,19, for enzyme system grown on sulfobenzoate <2>) <2>
1.14.12.8,138,19," reductase B, cytochrome c <3>) <3>"
1.14.12.8,0.024,19, for enzyme system grown on toluenesulfonate <2>) <2>
1.14.12.8,84,19," reductase B, dichlorophenolindophenol <3>) <3>"
1.14.12.8,318,19," reductase B, ferricyanide <3>) <3>"
1.14.12.9,30,19, reductase component of of 4-chlorophenylacetate
1.14.12.9,0.144,19, dioxygenase component of of 4-chlorophenylacetate
1.14.13.1,37,19, 37.0 <21>
1.14.13.1,0.63,19," after 45fold purification, at pH 7.5, temperature not"
1.14.13.1,5,19, 5.0 <20>
1.14.13.10,90,19, 90.0 <1>
1.14.13.10,2.16,19, 2.16 <2>
1.14.13.101,3.3,19, purified enzyme with senecionine as substrate <4>) <4>
1.14.13.101,4.67,19, 4.67 <1>
1.14.13.111,0.88,19, 0.88 <4>
1.14.13.114,6.67,19, 6.67 <1>
1.14.13.128,55.4,19," pH 7.5, 30°C, activity with paraxanthine <2>) <2>"
1.14.13.130,1.82,19," pH 7.5, 30°C <2>) <2>"
1.14.13.131,1.256,19," pH 7.4, 30°C <2>) <2>"
1.14.13.135,25.3,19," purified enzyme, cofactor NADPH, pH 7.5, 30°C <1>) <1>"
1.14.13.135,0.0031,19," salicylate-grown cells, pH 7.5, 30°C <1>) <1>"
1.14.13.135,0.0877,19," phenanthrene-grown cells, pH 7.5, 30°C <1>) <1>"
1.14.13.14,0.0004,19, supernatant activity <2>) <2>
1.14.13.148,0.049,19," crude enzyme from membranes, using methyl 4-tolyl"
1.14.13.148,0.201,19," after purification, using methyl 4-tolyl sulfide as"
1.14.13.148,0.085,19," after 180fold purification, in potassium diphosphate"
1.14.13.148,0.00047,19," supernatant of homogenate, in potassium diphosphate"
1.14.13.148,0.025,19," isoform FMO3, using 1 mM methimazole as substrate, at"
1.14.13.16,4.3,19," 4.3 <2,3,4>"
1.14.13.160,2.68,19," purified enzyme, pH 9.0, 30°C <3>) <3>"
1.14.13.160,2200,19," pH 9.0, 20°C <2>) <2>"
1.14.13.163,18.8,19," purified recombinant enzyme, pH 8.0, 30°C <8>) <8>"
1.14.13.163,10.3,19," purified native enzyme, pH 8.0, 30°C <8>) <8>"
1.14.13.163,31.8,19," purified recombinant His-tagged enzyme, pH 8.5, 30°C"
1.14.13.163,5.1,19," purified native enzyme, pH 8.5, 30°C <6>) <6>"
1.14.13.166,0.04,19," after 32fold purification, using 4-nitrophenol as"
1.14.13.166,0.0013,19," cell extract, using 4-nitrocatechol as substrate, at pH"
1.14.13.166,0.038,19," after 28fold purification, using 4-nitrocatechol as"
1.14.13.166,1.9,19, at pH 7.0 and 30°C <3>) <3>
1.14.13.167,0.000025,19," using 4-nitrocatechol as substrate, pH and temperature"
1.14.13.167,0.0000046,19," using 2,4,6-trinitrocatechol as substrate, pH and"
1.14.13.167,0.0000264,19," using 4-nitrophenol as substrate, pH and temperature"
1.14.13.167,0.4,19," crude extract, at pH 7.0 and 30°C <2>) <2>"
1.14.13.167,6.8,19," purified enzyme, at pH 7.0 and 30°C <2>) <2>"
1.14.13.172,0.051,19," in 50 mM MES buffer, pH 6.4, at 30°C <4>) <4>"
1.14.13.172,107.1,19," after 124fold purification, in 50 mM MES buffer (pH"
1.14.13.181,0.0006,19," pH 7.5, 30°C, 13-oxidation of daunorubicinol to"
1.14.13.195,0.24,19, NADPH oxidase activity <5>) <5>
1.14.13.195,0.321,19, L-ornithine hydroxylation <2>) <2>
1.14.13.195,0.534,19, NADPH oxidation <2>) <2>
1.14.13.20,2.4,19, 2.4 <6>
1.14.13.20,1.8,19, without FAD <6>) <6>
1.14.13.20,1.46,19, 1.46 <1>
1.14.13.20,1.9,19, 1.9 <3>
1.14.13.200,0.00429,19," pH 9.0, 25°C <1>) <1>"
1.14.13.210,0.03,19," strain DNT grown on yeast extract, pH and temperature not"
1.14.13.212,4.128,19," purified native enzyme, pH 7.5, 30°C <1>) <1>"
1.14.13.22,19.9,19, purified recombinant His-tagged enzyme expressed in E.
1.14.13.22,14,19, purified recombinant His-tagged enzyme expressed in
1.14.13.22,15,19, purified native enzyme <24>) <24>
1.14.13.22,678,19, purified enzyme <25>) <25>
1.14.13.22,3.68,19," with cyclohexanone as substrate, pH 7.5 <30>) <30>"
1.14.13.22,3.57,19," with cyclohexanone as substrate, pH 7.5 <30>) <30>"
1.14.13.22,6,19," wild type enzyme, cyclohexanone, 50 mM Tris-HCl buffer"
1.14.13.22,6.8,19," substrate cyclohexanone, pH 8.0, 25°C <43>) <43>"
1.14.13.22,9.9,19, purified enzyme <16>) <16>
1.14.13.22,2.1,19," 2.1 <2,4,10>"
1.14.13.23,0.01,19, 0.01 <4>
1.14.13.236,1.6,19," substrate methyl phenyl sulfide, whole-cell assay,"
1.14.13.236,0.5,19," substrate methyl 4-tolyl sulfide, whole-cell assay,"
1.14.13.236,23890,19," pH 7.5, 25°C <6>) <6>"
1.14.13.24,24,19," after purification, in 50 mM Tris-SO4 (pH 8.0), at"
1.14.13.24,24,19," after purification, in 50 mM Tris-SO4 (pH 8.0), at"
1.14.13.24,6,19," crude extract, in 50 mM Tris-SO4 (pH 8.0), at 25°C"
1.14.13.24,5.8,19," purified recombinant His-tagged NarX, pH 7.4, 30°C"
1.14.13.24,6.92,19," purified recombinant enzyme, with NADH, pH 7.5, 25°C"
1.14.13.24,8.42,19, 8.42 <6>
1.14.13.24,21.4,19, 21.4 <5>
1.14.13.24,0.53,19, recombinant wild-type enzyme <11>) <11>
1.14.13.241,8.5,19, 8.5 <2>
1.14.13.242,4.03,19, 4.03 <7>
1.14.13.25,0.0008,19," sMMO, substrate chloronaphthalene <25>) <25>"
1.14.13.25,0.0039,19," sMMO, substrate chloropentane <25>) <25>"
1.14.13.25,0.205,19," sMMO, substrate diethylic ether <25>) <25>"
1.14.13.25,0.0254,19," sMMO, substrate propylene <25>) <25>"
1.14.13.25,0.0012,19," sMMO, substrate naphthalene <25>) <25>"
1.14.13.25,0.0122,19," sMMO, low copper growth concentration, growth"
1.14.13.25,0.0191,19," sMMO, substrate butylene <25>) <25>"
1.14.13.25,0.0336,19," sMMO, substrate ethylene <25>) <25>"
1.14.13.25,0.334,19," sMMO, substrate propane <25>) <25>"
1.14.13.25,0.1,19," about, all 3 components individually <9>) <9>"
1.14.13.25,0.072,19, component A <11>) <11>
1.14.13.25,7.3,19, protein B <10>) <10>
1.14.13.25,11.37,19, purified protein B <4>) <4>
1.14.13.25,5.09,19," sMMO, wild-type enzyme <27>) <27>"
1.14.13.25,0.265,19, protein A after reconstitution of iron <4>) <4>
1.14.13.25,0.02,19," purified MMOH, substrate propylene <42>) <42>"
1.14.13.25,5.71,19, purified component C <19>) <19>
1.14.13.25,0.3,19," pH 7.0, 45°C <57>) <57>"
1.14.13.25,6,19," purified protein C <4,18>) <2,4,18>"
1.14.13.25,0.208,19, purified component A hydroxylase <7>) <7>
1.14.13.27,0.5,19, 0.5 <3>
1.14.13.27,28,19, 28.0 <2>
1.14.13.27,0.91,19, 0.91 <4>
1.14.13.29,0.00275,19," malaria infected mouse, real time kinetic method <11>)"
1.14.13.29,0.00411,19," mouse without infection, real time kinetic method"
1.14.13.29,24.5,19," HiTrap Q-Sepharose purified enzyme, 0.3 mM"
1.14.13.29,11.2,19," cell extract, 0.3 mM 4-nitrophenol as substrate, 1 mM"
1.14.13.29,0.000494,19, 0.000494 <3>
1.14.13.31,0.04,19, 0.04 <4>
1.14.13.31,2,19, 2.0 <2>
1.14.13.31,12,19, with 4-chloro-2-nitrophenol as substrate <1>) <1>
1.14.13.31,50,19, with 4-methyl-2-nitrophenol as substrate <1>) <1>
1.14.13.31,60,19, with 2-nitrophenol as substrate <1>) <1>
1.14.13.32,0.013,19, 0.013 <2>
1.14.13.32,0.00059,19, 0.00059 <1>
1.14.13.32,0.000052,19," mitochondrial fraction in vitro, pH 7.4, 37°C <5>) <5>"
1.14.13.32,0.0000237,19," microsomal fraction in vitro, pH 7.4, 37°C <5>) <5>"
1.14.13.33,0.12,19, crude cell extract <2>) <2>
1.14.13.33,30.5,19, NADPH <1>) <1>
1.14.13.35,0.05,19, in cell extracts grown on glucose <2>) <2>
1.14.13.35,4.6,19," organism grown on iron-deficient medium, addition of 1 mM"
1.14.13.35,4.2,19," organism grown on iron-deficient medium, addition of 1 mM"
1.14.13.35,0.193,19, 0.193 <5>
1.14.13.35,5.6,19, organism grown on standard iron-sufficient medium <8>) <8>
1.14.13.35,2.2,19," organism grown on iron-deficient medium, addition of 1 mM"
1.14.13.35,25.8,19, in cell extracts grown on glucose plus indole <2>) <2>
1.14.13.35,0.28,19," organism grown on iron-deficient medium, no addition of"
1.14.13.35,0.0026,19, organism grown on the standard medium with kynurenine
1.14.13.35,4.9,19," organism grown on iron-deficient medium, addition of 1 mM"
1.14.13.35,0.0058,19, organism grown on the standard medium with anthranilate
1.14.13.35,0.0032,19, organism grown on the standard medium with tryptophan
1.14.13.35,0.0056,19, organism grown on the standard medium with
1.14.13.35,0.0507,19, partially purified enzyme <12>) <12>
1.14.13.35,0.041,19, extracts of tryptophan-grown cells <1>) <1>
1.14.13.35,4.4,19, 4.4 <4>
1.14.13.35,1.02,19, partially purified enzyme <1>) <1>
1.14.13.38,0.44,19, 0.44 <3>
1.14.13.38,0.0078,19," high production strain, cytoplasm <5>) <5>"
1.14.13.38,0.00264,19," low production strain, membrane fraction <5>) <5>"
1.14.13.38,0.0000112,19, recombinant wild-type enzyme in Escherichia coli cell
1.14.13.39,0.01,19, reductase activity <10>) <10>
1.14.13.39,0.73,19, purified enzyme <22>) <22>
1.14.13.39,0.41,19," substrate Ngamma-hydroxy-L-arginine, purified enzyme"
1.14.13.39,0.143,19, purified recombinant enzyme <51>) <51>
1.14.13.39,0.6,19," pH 7.4, 30°C <141>) <141>"
1.14.13.39,983.7,19," pH 7.0, 37°C <56>) <56>"
1.14.13.39,0.0075,19, brain homogenates <95>) <95>
1.14.13.39,0.0353,19," pH 6.5, 47.5°C <58>) <58>"
1.14.13.39,1.62,19, purified enzyme <17>) <17>
1.14.13.39,1.1,19," purified enzyme <34,36>) <34,36>"
1.14.13.39,1.06,19, purified enzyme <12>) <12>
1.14.13.39,0.000009,19, liver mitochondria <50>) <50>
1.14.13.39,0.00035,19," purified enzyme, with tetrahydropterin <6>) <6>"
1.14.13.39,0.000017,19, liver <50>) <50>
1.14.13.39,0.00054,19, brain <50>) <50>
1.14.13.39,0.000073,19," purified enzyme, without tetrahydropterin <6>) <6>"
1.14.13.39,0.000033,19, brain mitochondria <50>) <50>
1.14.13.39,0.815,19," purified recombinant enzyme, H2O2-supported reduction of"
1.14.13.39,0.031,19," purified recombinant enzyme, NADPH/O2-supported"
1.14.13.39,0.031,19," purified recombinant enzyme, NADPH/O2-supported"
1.14.13.39,0.17,19," purified recombinant enzyme, NADPH/O2-supported"
1.14.13.39,0.17,19," purified recombinant enzyme, NADPH/O2-supported"
1.14.13.39,0.12,19, NADPH-diaphorase activity
1.14.13.39,0.12,19, NADPH-diaphorase activity
1.14.13.39,0.34,19," purified enzyme, recombinant, determined as"
1.14.13.39,0.0098,19, purified enzyme <13>) <13>
1.14.13.39,1.9,19, purified enzyme <24>) <24>
1.14.13.39,0.00074,19, crude extract <8>) <8>
1.14.13.39,3.35E-08,19, crude extract <39>) <39>
1.14.13.39,0.000000305,19, crude extract <41>) <41>
1.14.13.39,0.000043,19, crude extract <21>) <21>
1.14.13.39,0.94,19," purified enzyme <18>) <2,18>"
1.14.13.4,35.3,19, 35.3 <3>
1.14.13.4,12.5,19, 12.5 <2>
1.14.13.40,0.015,19, cell extract <8>) <8>
1.14.13.40,25,19, 25.0 <1>
1.14.13.43,0.03,19, crude extract <1>) <1>
1.14.13.46,0.002,19, microsomal fraction <1>) <1>
1.14.13.5,25,19," 25.0 <3,4,6>"
1.14.13.50,3.7,19, purified enzyme <14>) <14>
1.14.13.51,0.001,19, succinate grown cells <1>) <1>
1.14.13.51,0.3,19," 1,8-cineole-grown cells <1>) <1>"
1.14.13.54,0.95,19, purified enzyme <3>) <3>
1.14.13.58,0.025,19, 0.025 <1>
1.14.13.58,1.812,19, 1.812 <2>
1.14.13.59,0.3,19," recombinant wild-type enzyme, with 0.005 mM FAD, and"
1.14.13.59,0.168,19, 0.168 <4>
1.14.13.59,0.238,19, 0.238 <5>
1.14.13.59,0.189,19, 0.189 <1>
1.14.13.59,0.444,19," recombinant wild-type enzyme, with 0.005 mM FAD, and"
1.14.13.61,0.97,19, oxygenase component <1>) <1>
1.14.13.61,32.5,19, reductase component <1>) <1>
1.14.13.62,6.8,19, 6.8 <1>
1.14.13.63,2544,19," purified enzyme, pH 8.0, 30°C <3>) <3>"
1.14.13.63,20.1,19, 20.1 <1>
1.14.13.64,12,19, 12.0 <2>
1.14.13.69,0.145,19," purified enzyme, pH 7.5, 30°C <11>) <11>"
1.14.13.7,0.087,19, cells grown at 25°C on phenol as sole carbon source
1.14.13.7,0.083,19, cells grown at 30°C on phenol as sole carbon source
1.14.13.7,0.333,19, 0.333 <49>
1.14.13.7,429.5,19, 429.5 <20>
1.14.13.8,0.41,19," thiobenzamide S-oxidase activity, FMO-II <12>) <12>"
1.14.13.8,0.436,19," thiobenzamide S-oxidase activity, FMO-I <12>) <12>"
1.14.13.8,0.0000163,19," male dog liver microsomes, substrate benzydamine"
1.14.13.8,0.0000367,19," female dog liver microsomes, substrate benzydamine"
1.14.13.8,2.4,19, thiourea <5>) <5>
1.14.13.8,0.0015,19," purified recombinant FMO5, substrate 5-DPT <71>) <71>"
1.14.13.8,0.018,19," purified recombinant FMO3, substrate 3-DPT <71>) <71>"
1.14.13.8,0.012,19," purified recombinant FMO5, substrate 8-DPT <71>) <71>"
1.14.13.8,0.195,19," purified recombinant FMO1, substrate 3-DPT <71>) <71>"
1.14.13.8,0.041,19," purified recombinant FMO3, substrate 5-DPT <71>) <71>"
1.14.13.8,0.407,19," purified recombinant FMO1, substrate 5-DPT <71>) <71>"
1.14.13.8,0.069,19," purified recombinant FMO3, substrate 8-DPT <71>) <71>"
1.14.13.8,0.294,19," purified recombinant FMO1, substrate 8-DPT <71>) <71>"
1.14.13.8,6.2,19," 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine <16>) <16>"
1.14.13.8,0.122,19, activity with bupivacaine <37>) <37>
1.14.13.8,0.176,19, activity with lidocaine <37>) <37>
1.14.13.8,1.43,19, 1.43 <3>
1.14.13.8,0.141,19, activity with propranolol <37>) <37>
1.14.13.8,0.00375,19," liver microsomes, substrate chlorpromazine <87>) <87>"
1.14.13.8,0.00238,19," liver microsomes, substrate methimazole <87>) <87>"
1.14.13.8,0.00373,19," liver microsomes, substrate imipramine <87>) <87>"
