EC	modelRxn	kcat_1/sec	KeggID		Commentary	Organism	LigandStructureID	literature	EC_KeggID	tax_dist
1.4.1.4		53.33	C00026	cpd:C00026   2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	pH 7.0, 25&Acirc&degC, recombinant enzyme	Plasmodium falciparum	32	725918	1.4.1.4C00026	19
6.3.5.2		0.933	C00014 	cpd:C00014   Ammonia; NH3	pH 7.4, 25&Acirc&degC	Plasmodium falciparum	16	714242	6.3.5.2C00014 	19
4.2.1.3		3.3	C00417 	cpd:C00417   cis-Aconitate; cis-Aconitic acid	pH 7.4	Plasmodium falciparum	933	666289	4.2.1.3C00417 	19
2.4.2.10		1.3	C00013 	cpd:C00013   Diphosphate; Diphosphoric acid; Pyrophosphate; Pyrophosphoric acid; PPi	pH 8.0, 37&degC	Plasmodium falciparum	13	659903	2.4.2.10C00013 	19
4.3.2.2		2.9	C00122	cpd:C00122   Fumarate; Fumaric acid; trans-Butenedioic acid	pH 7.4, 25&degC	Plasmodium falciparum	156	691116	4.3.2.2C00122	19
1.4.1.4		0.367	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	pH 8.0, 25&Acirc&degC, recombinant enzyme	Plasmodium falciparum	38	725918	1.4.1.4C00025	19
1.4.1.4		78.33	C00025	cpd:C00025   L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	pH 8.0, 25&Acirc&degC, recombinant enzyme	Plasmodium falciparum	38	725918	1.4.1.4C00025	19
6.3.5.2		0.43	C00064 	cpd:C00064   L-Glutamine; L-2-Aminoglutaramic acid	37&Acirc&degC, pH 8.5	Plasmodium falciparum	96	671905	6.3.5.2C00064 	19
6.3.4.4		1	C00130	cpd:C00130   IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	wild-type, pH 7.0, 25&degC	Plasmodium falciparum	206	714324	6.3.4.4C00130	19
6.3.4.4		1.1	C00130	cpd:C00130   IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	pH 7.5	Plasmodium falciparum	206	662801	6.3.4.4C00130	19
6.3.4.4		1.1	C00130	cpd:C00130   IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	wild type enzyme, in 30 mM sodium phosphate, pH 7.4 and at 25&degC	Plasmodium falciparum	206	727078	6.3.4.4C00130	19
6.3.4.4		1.44	C00130	cpd:C00130   IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	wild-type, pH 7.0, 37&degC	Plasmodium falciparum	206	714324	6.3.4.4C00130	19
1.1.1.42		138	C00311	cpd:C00311   Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid	recombinant enzyme, pH 8.0, 30&Acirc&degC	Plasmodium falciparum	1444	655456	1.1.1.42C00311	19
1.1.1.42		138	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	recombinant enzyme, pH 8.0, 30&Acirc&degC	Plasmodium falciparum	6	655456	1.1.1.42C00006	19
1.3.5.2		0.42	C00007	cpd:C00007   Oxygen; O2	wild-type, pH 8.0, 25&degC	Plasmodium falciparum	11	696249	1.3.5.2C00007	19
2.4.2.10		3	C00295	cpd:C00295   Orotate; Orotic acid; Uracil-6-carboxylic acid	pH 8.0, 37&degC	Plasmodium falciparum	373	659903	2.4.2.10C00295	19
2.4.2.10		4.2	C00295	cpd:C00295   Orotate; Orotic acid; Uracil-6-carboxylic acid	37 &degC, pH 8.0, recombinant monofunctional enzyme	Plasmodium falciparum	373	658105	2.4.2.10C00295	19
2.4.2.10		5.4	C00295	cpd:C00295   Orotate; Orotic acid; Uracil-6-carboxylic acid	37 &degC, pH 8.0	Plasmodium falciparum	373	657769	2.4.2.10C00295	19
2.4.2.10		6	C00295	cpd:C00295   Orotate; Orotic acid; Uracil-6-carboxylic acid	37 &degC, pH 8.0, mixture of recombinant enzyme subunits	Plasmodium falciparum	373	658105	2.4.2.10C00295	19
2.4.2.10		10.8	C00295	cpd:C00295   Orotate; Orotic acid; Uracil-6-carboxylic acid	37 &degC, pH 8.0, native enzyme complex	Plasmodium falciparum	373	658105	2.4.2.10C00295	19
6.3.5.2		0.43	C00655	cpd:C00655   Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate	37&Acirc&degC, pH 8.5 pH 8.5, 37&Acirc&degC	Plasmodium falciparum	772	671905	6.3.5.2C00655	19
2.7.1.105		0.14	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild-type enzyme	Rattus norvegicus	7	674911	2.7.1.105C00002	19
3.1.3.46		0.1	C00665 	cpd:C00665   beta-D-Fructose 2,6-bisphosphate; D-Fructose 2,6-bisphosphate	wild-type enzyme	Rattus norvegicus	573	94933	3.1.3.46C00665 	19
3.1.3.46		0.1	C00665 	cpd:C00665   beta-D-Fructose 2,6-bisphosphate; D-Fructose 2,6-bisphosphate		Rattus norvegicus	573	94945	3.1.3.46C00665 	19
2.3.1.39	ACPM_h	1.2	C00083 	cpd:C00083   Malonyl-CoA; Malonyl coenzyme A	wild-type	Rattus norvegicus	72	486873	2.3.1.39C00083 	19
4.3.1.19		243	C00065	cpd:C00065   L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine	wild-type	Rattus norvegicus	89	210849	4.3.1.19C00065	19
1.1.3.15		0.014	C00123 	cpd:C00123   L-Leucine; 2-Amino-4-methylvaleric acid; (2S)-alpha-2-Amino-4-methylvaleric acid; (2S)-alpha-Leucine	isozymes beta1 and beta2	Rattus sp.	121	389680	1.1.3.15C00123 	19
3.6.1.15		11.18	C00131	cpd:C00131   dATP; 2'-Deoxyadenosine 5'-triphosphate; Deoxyadenosine 5'-triphosphate; Deoxyadenosine triphosphate	pH 7.5, 23&degC	Saccharomyces cerevisiae	133	667694	3.6.1.15C00131	19
3.6.1.15		0.5	C00458	cpd:C00458   dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate	pH 7.5, 23&degC	Saccharomyces cerevisiae	161	667694	3.6.1.15C00458	19
3.6.1.15		12.57	C00458	cpd:C00458   dCTP; Deoxycytidine 5'-triphosphate; Deoxycytidine triphosphate; 2'-Deoxycytidine 5'-triphosphate	pH 7.5, 23&degC	Saccharomyces cerevisiae	161	667694	3.6.1.15C00458	19
3.6.1.15		10.2	C00286	cpd:C00286   dGTP; 2'-Deoxyguanosine 5'-triphosphate; Deoxyguanosine 5'-triphosphate; Deoxyguanosine triphosphate	pH 7.5, 23&degC	Saccharomyces cerevisiae	194	667694	3.6.1.15C00286	19
4.2.1.11		78	C00631	cpd:C00631   2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate	wild-type enzyme	Saccharomyces cerevisiae	606	33642	4.2.1.11C00631	19
4.2.1.11		230	C00631	cpd:C00631   2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate	native enolase, pH 7.8, 21-23&Acirc&degC	Saccharomyces cerevisiae	606	33603	4.2.1.11C00631	19
4.1.1.49		62	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	wild type enzyme, in 100 mM MOPS buffer (pH 6.6), at 30&degC	Saccharomyces cerevisiae	8	716840	4.1.1.49C00008	19
4.1.1.49		38	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild type enzyme, in 100 mM MOPS buffer (pH 7.0), at 30&degC	Saccharomyces cerevisiae	7	716840	4.1.1.49C00002	19
3.6.1.1		0.005	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	less than 0.005/sec, pH 7.2, 25&Acirc&degC, in the presence of Mg2+	Saccharomyces cerevisiae	7	654506	3.6.1.1C00002	19
2.7.2.8		7.7	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	wild-type, pH not specified, 37&degC	Saccharomyces cerevisiae	7	723557	2.7.2.8C00002	19
2.7.4.8		90	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.7, 25&ordmC, reverse reaction	Saccharomyces cerevisiae	7	642701	2.7.4.8C00002	19
2.2.1.1		1.4	C00279	cpd:C00279   D-Erythrose 4-phosphate	D477A	Saccharomyces cerevisiae	416	486018	2.2.1.1C00279	19
2.2.1.1		69	C00279	cpd:C00279   D-Erythrose 4-phosphate	wild-type	Saccharomyces cerevisiae	416	486018	2.2.1.1C00279	19
2.2.1.1		0.005	C00168	cpd:C00168   Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	wild-type, cofactor N1&acircÂÂ-methyl-thiamine diphosphate, 25&Acirc&degC, pH 7.6	Saccharomyces cerevisiae	326	658678	2.2.1.1C00168	19
2.2.1.1		2.5	C00168	cpd:C00168   Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	wild-type, cofactor 4&acircÂÂ-methylamino-thiamine diphosphate, 25&Acirc&degC, pH 7.6	Saccharomyces cerevisiae	326	658678	2.2.1.1C00168	19
2.2.1.1		44.5	C00168	cpd:C00168   Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	wild-type, cofactor thiamine diphosphate, 25&Acirc&degC, pH 7.6	Saccharomyces cerevisiae	326	658678	2.2.1.1C00168	19
2.7.1.20		0.583	C00130	cpd:C00130   IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP	44fold reduction	Saccharomyces cerevisiae	154	641115	2.7.1.20C00130	19
4.1.1.49		0.28	C00036	cpd:C00036   Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate	wild type enzyme, in 100 mM MOPS buffer (pH 6.6), at 30&degC	Saccharomyces cerevisiae	53	702488	4.1.1.49C00036	19
4.1.1.49		0.8	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	for the pyruvate kinase-like activity of wild-type	Saccharomyces cerevisiae	47	691133	4.1.1.49C00074	19
4.1.1.49		3	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	for wild-type	Saccharomyces cerevisiae	47	692638	4.1.1.49C00074	19
4.1.1.49		53	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	for wild-type	Saccharomyces cerevisiae	47	691129	4.1.1.49C00074	19
4.1.1.49		62	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	wild-type, apparent kinetic parameters for wild-type in the phosphoenolpyruvate carboxylation direction	Saccharomyces cerevisiae	47	691133	4.1.1.49C00074	19
4.1.1.49		63	C00074	cpd:C00074   Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP	wild type enzyme, in 100 mM MOPS buffer (pH 6.6), at 30&degC	Saccharomyces cerevisiae	47	702488	4.1.1.49C00074	19
1.10.2.2		140	C00390	cpd:C00390   Ubiquinol; QH2; CoQH2	pH 7.0, 22&degC	Saccharomyces cerevisiae	605	659443	1.10.2.2C00390	19
5.1.3.1		1300	C00231	cpd:C00231   D-Xylulose 5-phosphate	pH 7.0, 22&degC	Saccharomyces cerevisiae	524	2225	5.1.3.1C00231	19
4.2.1.10	DHQDH_h	210	C00944	cpd:C00944   3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid	pH 8.3, temperature not specified in the publication, wild-type enzyme	Salmonella enterica	700	714238	4.2.1.10C00944	19
4.2.1.10	DHQDH_h	210	C00944	cpd:C00944   3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid	wild-type enzyme, pH 7.5, 37&Acirc&degC	Salmonella enterica	700	715639	4.2.1.10C00944	19
4.2.1.10	DHQDH_h	310	C00944	cpd:C00944   3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid	wild type enzyme, at pH 7.5 and 37&Acirc&degC	Salmonella enterica	700	730899	4.2.1.10C00944	19
6.2.1.1		9400	C00033	cpd:C00033   Acetate; Acetic acid; Ethanoic acid	wild-type Acs, pH not specified in the publication, temperature not specified in the publication	Salmonella enterica	44	716267	6.2.1.1C00033	19
6.2.1.1		1.7	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.5, wild-type enzyme	Salmonella enterica	7	672265	6.2.1.1C00002	19
6.2.1.1		100.6	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.5, wild-type enzyme	Salmonella enterica	7	672265	6.2.1.1C00002	19
6.2.1.1		3.2	C00010	cpd:C00010   CoA; Coenzyme A; CoA-SH	pH 7.5, wild-type enzyme	Salmonella enterica	10	672265	6.2.1.1C00010	19
6.2.1.1		95.1	C00010	cpd:C00010   CoA; Coenzyme A; CoA-SH	pH 7.5, wild-type enzyme	Salmonella enterica	10	672265	6.2.1.1C00010	19
4.4.1.8	CTHL_h	1.5	C02291	cpd:C02291   L-Cystathionine	pH 7.5, wild-type enzyme	Salmonella enterica	482	665167	4.4.1.8C02291	19
2.6.1.11	AOrnTA_h	1.55	C00437	cpd:C00437   N-Acetylornithine; N2-Acetyl-L-ornithine	25&Acirc&degC, pH 9.5	Salmonella enterica subsp. enterica serovar Typhimurium	1874	689939	2.6.1.11C00437	19
4.2.1.3		5.3	C00158 	cpd:C00158   Citrate; Citric acid; 2-Hydroxy-1,2,3-propanetricarboxylic acid; 2-Hydroxytricarballylic acid	pH 8, 25&degC, Lineweaver-Burk method	Salmonella enterica subsp. enterica serovar Typhimurium	125	730343	4.2.1.3C00158 	19
4.1.3.27		138	C00064 	cpd:C00064   L-Glutamine; L-2-Aminoglutaramic acid	wild-type, at 25&degC, in 100 mM phosphate buffer, pH 7.0, with 20 mM L-glutamine and 5 mM MgCl2	Salmonella enterica subsp. enterica serovar Typhimurium	96	702371	4.1.3.27C00064 	19
1.1.1.23		0.15	C01929	cpd:C01929   L-Histidinal	H216N mutation	Salmonella enterica subsp. enterica serovar Typhimurium	7462	286325	1.1.1.23C01929	19
1.1.1.23		3.6	C01929	cpd:C01929   L-Histidinal	H216N mutation	Salmonella enterica subsp. enterica serovar Typhimurium	7462	286325	1.1.1.23C01929	19
1.1.1.23		9.34	C01929	cpd:C01929   L-Histidinal		Salmonella enterica subsp. enterica serovar Typhimurium	7462	286331	1.1.1.23C01929	19
4.2.1.20		0.063	C03506	cpd:C03506   Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate	alpha-reaction, pH 7.8, 25&degC, wild-type enzyme	Salmonella enterica subsp. enterica serovar Typhimurium	2069	652899	4.2.1.20C03506	19
4.2.1.20		0.28	C03506	cpd:C03506   Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate	reaction of alpha subunit	Salmonella enterica subsp. enterica serovar Typhimurium	2069	5569	4.2.1.20C03506	19
4.2.1.20		0.3	C03506	cpd:C03506   Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate	alpha-reaction, wild-type enzyme, pH 7.8, 25&degC	Salmonella enterica subsp. enterica serovar Typhimurium	2069	650081	4.2.1.20C03506	19
4.2.1.20		2.61	C03506	cpd:C03506   Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate	overall-reaction, pH 7.8, 25&degC, wild-type enzyme	Salmonella enterica subsp. enterica serovar Typhimurium	2069	652899	4.2.1.20C03506	19
4.2.1.20		3.7	C03506	cpd:C03506   Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate	reaction of alpha2beta2 complex	Salmonella enterica subsp. enterica serovar Typhimurium	2069	5569	4.2.1.20C03506	19
4.2.1.3		1.1	C00311	cpd:C00311   Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid	pH 8, 25&degC, Lineweaver-Burk method	Salmonella enterica subsp. enterica serovar Typhimurium	242	730343	4.2.1.3C00311	19
2.7.1.39		14.2	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	in 50 mM HEPES, pH 7.5, 40 mM KCl, 10 mM MgCl2, at 37&degC	Schizosaccharomyces pombe	7	722043	2.7.1.39C00002	19
2.7.1.39		40.8	C00002	cpd:C00002   ATP; Adenosine 5'-triphosphate	pH 7.5, 30&degC	Schizosaccharomyces pombe	7	661325	2.7.1.39C00002	19
2.7.1.39		11.2	C00263	cpd:C00263   L-Homoserine; 2-Amino-4-hydroxybutyric acid	in 50 mM HEPES, pH 7.5, 40 mM KCl, 10 mM MgCl2, at 37&degC	Schizosaccharomyces pombe	294	722043	2.7.1.39C00263	19
2.7.1.39		40.2	C00263	cpd:C00263   L-Homoserine; 2-Amino-4-hydroxybutyric acid	pH 7.5, 30&degC	Schizosaccharomyces pombe	294	661325	2.7.1.39C00263	19
1.1.1.42		0.76	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	wild-type, 25&Acirc&degC, pH 7.4	Sus scrofa	4	667326	1.1.1.42C00003	19
2.3.3.1		167	C00036	cpd:C00036   Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxaloacetate	wild-type	Sus scrofa	53	488032	2.3.3.1C00036	19
1.8.1.4		72	C00399	cpd:C00399   Ubiquinone; Coenzyme Q; CoQ; Q	pH 7.5, 37&degC, in absence of Zn2+	Sus scrofa	343	658600	1.8.1.4C00399	19
1.8.1.4		300	C00399	cpd:C00399   Ubiquinone; Coenzyme Q; CoQ; Q	pH 7.5, 37&degC, in presence of Zn2+	Sus scrofa	343	658600	1.8.1.4C00399	19
1.8.1.9		5.1	C00127	cpd:C00127   Glutathione disulfide; GSSG; Oxiglutatione; Oxidized glutathione	pH 7.5, 37&degC, in presence of Zn2+	Taenia crassiceps	283	659902	1.8.1.9C00127	19
2.7.1.40		47.6	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	PykII, in 100 mM Tris-HCl,pH 8.5, at 37&Acirc&degC	Toxoplasma gondii	8	708992	2.7.1.40C00008	19
2.7.1.40		110	C00035	cpd:C00035   GDP; Guanosine 5'-diphosphate; Guanosine diphosphate	PykII, in 100 mM Tris-HCl,pH 8.5, at 37&Acirc&degC	Toxoplasma gondii	49	708992	2.7.1.40C00035	19
1.4.4.2	GlyDH_m	0.602	C00248	cpd:C00248   Lipoamide; Thioctic acid amide	kinetic parameter for L protein	Trichomonas vaginalis	720	673411	1.4.4.2C00248	19
1.4.4.2	GlyDH_m	6.08	C00248	cpd:C00248   Lipoamide; Thioctic acid amide	kinetic parameter for L protein	Trichomonas vaginalis	720	673411	1.4.4.2C00248	19
2.5.1.47		165	C01005	cpd:C01005   O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine; 3-Phospho-L-serine	37&degC, pH 7.8	Trichomonas vaginalis	899	674625	2.5.1.47C01005	19
2.7.9.1		0.12	C00020	cpd:C00020   AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate	recombinant enzyme, pH 8.3, temperature not specified in the publication	Trypanosoma cruzi	9	738186	2.7.9.1C00020	19
2.7.9.1		0.14	C00013 	cpd:C00013   Diphosphate; Diphosphoric acid; Pyrophosphate; Pyrophosphoric acid; PPi	recombinant enzyme, pH 8.3, temperature not specified in the publication	Trypanosoma cruzi	13	738186	2.7.9.1C00013 	19
5.3.1.6		2	C00199	cpd:C00199   D-Ribulose 5-phosphate	in 50 mM Tris-HCl (pH 7.6), 150 mM NaCl and 5 mM MESNA, at 30&degC	Trypanosoma cruzi	371	714990	5.3.1.6C00199	19
1.8.1.7		32.5	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	in 50 mM Tris-HCl (pH 7.6), 150 mM NaCl and 5 mM MESNA, at 30&degC	Xanthomonas campestris	3	671698	1.8.1.7C00004	19
2.7.7.9		6.8	C00459	cpd:C00459   dTTP; Deoxythymidine triphosphate; Deoxythymidine 5'-triphosphate; TTP		Xanthomonas campestris pv. campestris	137	702480	2.7.7.9C00459	19
2.7.7.9		40	C00075 	cpd:C00075   UTP; Uridine 5'-triphosphate; Uridine triphosphate		Xanthomonas campestris pv. campestris	61	702480	2.7.7.9C00075 	19
1.4.1.2		84	C00014 	cpd:C00014   Ammonia; NH3	pH 8.5, 40&degC, recombinant enzyme in presence of DMSO	Halobacterium salinarum	16	724935	1.4.1.2C00014 	20
1.4.1.2		85	C00014 	cpd:C00014   Ammonia; NH3	pH 8.5, 40&degC, recombinant enzyme	Halobacterium salinarum	16	724935	1.4.1.2C00014 	20
1.4.1.2		15	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	pH 9.0, 40&degC, recombinant enzyme in presence of DMSO	Halobacterium salinarum	4	724935	1.4.1.2C00003	20
1.4.1.2		16	C00003	cpd:C00003   NAD+; NAD; Nicotinamide adenine dinucleotide; DPN; Diphosphopyridine nucleotide; Nadide; beta-NAD+	pH 9.0, 40&degC, recombinant enzyme	Halobacterium salinarum	4	724935	1.4.1.2C00003	20
1.4.1.2		39	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	pH 8.5, 40&degC, recombinant enzyme	Halobacterium salinarum	3	724935	1.4.1.2C00004	20
1.4.1.2		47	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	pH 8.5, 40&degC, recombinant enzyme in presence of DMSO	Halobacterium salinarum	3	724935	1.4.1.2C00004	20
2.5.1.6		1.46	C00073	cpd:C00073   L-Methionine; Methionine; L-2-Amino-4methylthiobutyric acid	wild-type, 55&degC	Methanocaldococcus jannaschii	83	702442	2.5.1.6C00073	20
1.1.1.86		0.3	C00004	cpd:C00004   NADH; DPNH; Reduced nicotinamide adenine dinucleotide	wild-type, pH not specified in the publication, temperature not specified in the publication	Methanococcus aeolicus	3	739528	1.1.1.86C00004	20
1.1.1.86		0.7	C00005	cpd:C00005   NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate	wild-type, pH not specified in the publication, temperature not specified in the publication	Methanococcus aeolicus	5	739528	1.1.1.86C00005	20
3.5.4.19	PrAMPCy_h	0.29	C02741	cpd:C02741   Phosphoribosyl-AMP; N1-(5-Phospho-D-ribosyl)-AMP; 1-(5-Phosphoribosyl)-AMP; 1-(5-Phospho-beta-D-ribosyl)-AMP	pH 8.0, 65&Acirc&degC, recombinant enzyme with bound Cd2+	Methanothermobacter thermautotrophicus	4525	667617	3.5.4.19C02741	20
3.5.4.19	PrAMPCy_h	6.4	C02741	cpd:C02741   Phosphoribosyl-AMP; N1-(5-Phospho-D-ribosyl)-AMP; 1-(5-Phosphoribosyl)-AMP; 1-(5-Phospho-beta-D-ribosyl)-AMP	pH 8.0, 65&Acirc&degC, recombinant enzyme with bound Zn2+	Methanothermobacter thermautotrophicus	4525	667617	3.5.4.19C02741	20
3.5.4.19	PrAMPCy_h	9.9	C02741	cpd:C02741   Phosphoribosyl-AMP; N1-(5-Phospho-D-ribosyl)-AMP; 1-(5-Phosphoribosyl)-AMP; 1-(5-Phospho-beta-D-ribosyl)-AMP	pH 8.5, 65&Acirc&degC, recombinant enzyme with bound Zn2+	Methanothermobacter thermautotrophicus	4525	667617	3.5.4.19C02741	20
1.4.1.4		100	C00014 	cpd:C00014   Ammonia; NH3	pH 9.5, 50&Acirc&degC, recombinant enzyme	Pyrobaculum calidifontis	16	724938	1.4.1.4C00014 	20
1.4.1.4		9.9	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	pH 10.5, 50&Acirc&degC, recombinant enzyme	Pyrobaculum calidifontis	6	724938	1.4.1.4C00006	20
2.7.6.1		311	C00117	cpd:C00117   D-Ribose 5-phosphate; Ribose 5-phosphate	pH 10.5, 55&degC, recombinant enzyme	Pyrobaculum calidifontis	165	738194	2.7.6.1C00117	20
1.4.1.3		63.3	C00014 	cpd:C00014   Ammonia; NH3	concentration range: 0.2-5 mM	Pyrococcus	16	391632	1.4.1.3C00014 	20
1.4.1.3		168	C00014 	cpd:C00014   Ammonia; NH3	concentration range: 10-200 mM	Pyrococcus	16	391632	1.4.1.3C00014 	20
1.4.1.3		102	C00006	cpd:C00006   NADP+; NADP; Nicotinamide adenine dinucleotide phosphate; beta-Nicotinamide adenine dinucleotide phosphate; TPN; Triphosphopyridine nucleotide; beta-NADP+	concentration range: 0.02-0.2 mM	Pyrococcus	6	391632	1.4.1.3C00006	20
1.4.1.3		112	C00005	cpd:C00005   NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate	concentration range: 0.002-0.1 mM	Pyrococcus	5	391632	1.4.1.3C00005	20
3.6.1.1		19.7	C00008	cpd:C00008   ADP; Adenosine 5'-diphosphate	at pH 9.5 and 95&Acirc&degC	Pyrococcus furiosus	8	734503	3.6.1.1C00008	20
3.6.1.1		51.3	C00112	cpd:C00112   CDP; Cytidine 5'-diphosphate; Cytidine diphosphate	at pH 9.5 and 95&Acirc&degC	Pyrococcus furiosus	188	734503	3.6.1.1C00112	20
3.6.1.1		39.9	C00035	cpd:C00035   GDP; Guanosine 5'-diphosphate; Guanosine diphosphate	at pH 9.5 and 95&Acirc&degC	Pyrococcus furiosus	49	734503	3.6.1.1C00035	20
3.6.1.1		91.7	C00044 	cpd:C00044   GTP; Guanosine 5'-triphosphate	at pH 9.5 and 95&Acirc&degC	Pyrococcus furiosus	35	734503	3.6.1.1C00044 	20
